Series Name,Country,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Population, total",Slovakia,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752
"Population, total",Slovenia,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2108732
"Population, total",Solomon Islands,324171,333952,343916,354086,364505,375189,386069,397050,408145,419229,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993,691191,707851,724273
"Population, total",South Africa,39877570,40910959,41760755,42525440,43267982,43986084,44661603,45285048,45852166,46364681,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927,59392255,59893885
"Population, total",Spain,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415750,47615034
"Population, total",Sri Lanka,17204094,17416596,17624457,17825611,18011744,18177572,18322506,18449123,18560798,18670411,18776371,18920275,19110707,19303180,19490431,19673866,19870706,20078655,20285643,20482477,20668557,20859743,21017147,21131756,21239457,21336697,21425494,21506813,21670000,21803000,21919000,22156000,22181000
"Population, total",Saint Kitts and Nevis,40636,40542,40900,41447,42001,42550,43097,43656,44230,44825,45461,45986,46264,46431,46580,46725,46874,47015,47156,47286,47403,47581,47727,47767,47789,47790,47788,47785,47761,47712,47642,47606,47657
"Population, total",Saint Lucia,142301,144268,146420,148595,150561,152348,153969,155454,156855,158256,159500,160594,161799,163047,164239,165386,166470,167518,168576,169688,170935,172145,173124,173978,174804,175623,176413,177163,177888,178583,179237,179651,179857
"Population, total",Saint Vincent and the Grenadines,112487,112780,113222,113621,113944,114174,114290,114276,114165,113995,113813,113641,113450,113108,112608,112043,111427,110824,110316,109840,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924,104632,104332,103948
"Population, total",Sudan,21090886,21453711,21780059,22163251,22703631,23290602,23862258,24454372,25029144,25634162,26298773,26947253,27570318,28188977,28831550,29540577,30332968,31191163,32065241,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486,45657202,46874204
"Population, total",Suriname,412756,415981,419521,422375,426548,434490,443834,452887,461749,470458,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065,612985,618040
"Population, total",Sweden,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941
"Population, total",Switzerland,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8703405,8769741
"Population, total",Syria,12408996,12782281,13156406,13537060,13922626,14313450,14708879,15103996,15500542,15901201,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595,21324367,22125249
"Population, total",Tajikistan,5417860,5556306,5656208,5717806,5803993,5916173,6035600,6117069,6156805,6189565,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787
"Population, total",Tanzania,26206012,26890906,27580723,28469017,29598323,30560071,31140733,31785846,32626498,33499772,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518,63588334,65497748
"Population, total",Thailand,55228410,56099865,56939020,57776082,58610010,59424834,60211096,60989108,61745217,62442651,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030
"Population, total",Togo,3875947,3990215,4106219,4078392,4092612,4279566,4445883,4592550,4728297,4867941,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699
"Population, total",Trinidad and Tobago,1266518,1276224,1285502,1293974,1301393,1307822,1313434,1318171,1322572,1327063,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044
"Population, total",Tunisia,8440023,8622853,8802540,8977173,9143141,9294102,9430550,9557948,9677148,9788067,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117
"Population, total",Türkiye,54324142,55321172,56302037,57296008,58310245,59305490,60293786,61277426,62242204,63185615,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70468869,71320726,72225639,73195345,74173854,75277439,76576117,78112073,79646178,81019394,82089826,82809304,83481684,84135428,84775404,85341241
"Population, total",Turkmenistan,3720278,3821782,3926369,4031698,4133037,4226623,4301093,4363672,4431517,4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
"Population, total",Uganda,17586630,18171935,18801966,19462958,20125021,20680831,21249572,21876935,22537658,23279247,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585
"Population, total",Ukraine,51891400,52000500,52150400,52179200,51921400,51512800,51057800,50594600,50144500,49674000,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049,43792855,38000000
"Population, total",United Kingdom,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026300,66971411
"Population, total",United States,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331511512,332031554,333287557
"Population, total",Uruguay,3117012,3135374,3153732,3171747,3189945,3208300,3226633,3245069,3262683,3278963,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794
"Population, total",Uzbekistan,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
"Population, total",Vanuatu,150882,154678,158577,162548,166560,170612,174714,178871,183088,187432,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740
"Population, total",Venezuela,19750579,20226214,20700461,21172100,21640833,22107286,22572110,23037561,23503819,23966960,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696
"Population, total",Vietnam,66912613,68358820,69788747,71176405,72501087,73759110,74946448,76058603,77128424,78123713,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856
"Population, total",Yemen,13375121,13895851,14433771,14988047,15553171,16103339,16614326,17108681,17608133,18114552,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614
"Population, total",Zambia,7686401,7880466,8074337,8270917,8474216,8684135,8902019,9133156,9372430,9621238,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675
"Population, total",Zimbabwe,10113893,10377815,10641501,10794918,10858594,10994041,11178171,11362401,11548364,11716454,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Albania,..,..,..,..,..,..,..,..,..,..,6.57,..,..,..,..,7.65,..,..,..,..,7.69,..,..,..,..,6.74,..,..,7.17,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Algeria,..,..,..,..,..,..,..,..,..,..,0.58,..,..,..,..,0.81,..,..,..,..,0.65,..,..,..,..,0.93,..,..,0.95,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Andorra,..,..,..,..,..,..,..,..,..,..,13.28,..,..,..,..,12.55,..,..,..,..,11.11,..,..,..,..,11.01,..,..,11.02,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Angola,..,..,..,..,..,..,..,..,..,..,2.76,..,..,..,..,4.89,..,..,..,..,8.16,..,..,..,..,7.96,..,..,6.94,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Antigua and Barbuda,..,..,..,..,..,..,..,..,..,..,5.13,..,..,..,..,5.37,..,..,..,..,5.6,..,..,..,..,5.89,..,..,6.38,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Argentina,..,..,..,..,..,..,..,..,..,..,8.75,..,..,..,..,8.66,..,..,..,..,9.09,..,..,..,..,9.55,..,..,9.65,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Armenia,..,..,..,..,..,..,..,..,..,..,4.23,..,..,..,..,5.79,..,..,..,..,5.69,..,..,..,..,5.84,..,..,5.55,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Australia,..,..,..,..,..,..,..,..,..,..,11.72,..,..,..,..,12.08,..,..,..,..,12.39,..,..,..,..,10.83,..,..,10.51,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Austria,..,..,..,..,..,..,..,..,..,..,13.12,..,..,..,..,12.79,..,..,..,..,12.2,..,..,..,..,12.07,..,..,11.96,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Azerbaijan,..,..,..,..,..,..,..,..,..,..,3.45,..,..,..,..,1.81,..,..,..,..,2.97,..,..,..,..,4.58,..,..,4.41,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bahamas,..,..,..,..,..,..,..,..,..,..,5.58,..,..,..,..,4.28,..,..,..,..,4.12,..,..,..,..,4.55,..,..,4.78,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bahrain,..,..,..,..,..,..,..,..,..,..,1.74,..,..,..,..,1.76,..,..,..,..,1.69,..,..,..,..,1.3,..,..,1.09,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bangladesh,..,..,..,..,..,..,..,..,..,..,0.23,..,..,..,..,0.16,..,..,..,..,0.16,..,..,..,..,0.021,..,..,0.019,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Barbados,..,..,..,..,..,..,..,..,..,..,7.11,..,..,..,..,7.4,..,..,..,..,7.95,..,..,..,..,9.33,..,..,9.69,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Belarus,..,..,..,..,..,..,..,..,..,..,15.17,..,..,..,..,15.3,..,..,..,..,17.43,..,..,..,..,12,..,..,11.45,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Belgium,..,..,..,..,..,..,..,..,..,..,12.49,..,..,..,..,13.13,..,..,..,..,11.4,..,..,..,..,11.82,..,..,11.08,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Belize,..,..,..,..,..,..,..,..,..,..,5.55,..,..,..,..,7.16,..,..,..,..,7.08,..,..,..,..,6.74,..,..,6.22,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Benin,..,..,..,..,..,..,..,..,..,..,2.46,..,..,..,..,2.23,..,..,..,..,2.47,..,..,..,..,2.97,..,..,2.81,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bhutan,..,..,..,..,..,..,..,..,..,..,2.77,..,..,..,..,1.6,..,..,..,..,0.92,..,..,..,..,0.42,..,..,0.43,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bolivia,..,..,..,..,..,..,..,..,..,..,3.44,..,..,..,..,4.37,..,..,..,..,5.56,..,..,..,..,4.64,..,..,4.43,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Botswana,..,..,..,..,..,..,..,..,..,..,9.05,..,..,..,..,9.61,..,..,..,..,8.62,..,..,..,..,6.86,..,..,6.59,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Brazil,..,..,..,..,..,..,..,..,..,..,8.78,..,..,..,..,8.32,..,..,..,..,8.49,..,..,..,..,7.86,..,..,7.42,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Brunei,..,..,..,..,..,..,..,..,..,..,0.23,..,..,..,..,0.21,..,..,..,..,0.51,..,..,..,..,0.46,..,..,0.48,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Bulgaria,..,..,..,..,..,..,..,..,..,..,11.8,..,..,..,..,11.42,..,..,..,..,11.32,..,..,..,..,12.34,..,..,12.65,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Burkina Faso,..,..,..,..,..,..,..,..,..,..,8.4,..,..,..,..,9.19,..,..,..,..,8.58,..,..,..,..,11.83,..,..,12.03,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Burundi,..,..,..,..,..,..,..,..,..,..,9.82,..,..,..,..,8.44,..,..,..,..,7.66,..,..,..,..,7.03,..,..,7.19,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Cabo Verde,..,..,..,..,..,..,..,..,..,..,6.03,..,..,..,..,6.95,..,..,..,..,7.51,..,..,..,..,5.95,..,..,5.6,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Cambodia,..,..,..,..,..,..,..,..,..,..,1.87,..,..,..,..,2.69,..,..,..,..,4.91,..,..,..,..,6.37,..,..,6.64,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Cameroon,..,..,..,..,..,..,..,..,..,..,6.69,..,..,..,..,7.62,..,..,..,..,8.43,..,..,..,..,6.17,..,..,5.65,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Canada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,..,..,..,..,8.88,..,..,8.94,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Central African Republic,..,..,..,..,..,..,..,..,..,..,3.68,..,..,..,..,3.62,..,..,..,..,3.98,..,..,..,..,2.43,..,..,2.38,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Chad,..,..,..,..,..,..,..,..,..,..,4.34,..,..,..,..,4.62,..,..,..,..,6.58,..,..,..,..,1.45,..,..,1.37,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Chile,..,..,..,..,..,..,..,..,..,..,7.74,..,..,..,..,8.93,..,..,..,..,9.31,..,..,..,..,9.26,..,..,9.07,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",China,..,..,..,..,..,..,..,..,..,..,3.81,..,..,..,..,4.02,..,..,..,..,7.07,..,..,..,..,7.15,..,..,7.05,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Colombia,..,..,..,..,..,..,..,..,..,..,5.58,..,..,..,..,5.41,..,..,..,..,5.04,..,..,..,..,5.78,..,..,5.74,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,0.95,..,..,..,..,0.86,..,..,..,..,1.75,..,..,..,..,2.05,..,..,2,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Congo,..,..,..,..,..,..,..,..,..,..,3.45,..,..,..,..,3.75,..,..,..,..,6.17,..,..,..,..,7.9,..,..,9.27,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Costa Rica,..,..,..,..,..,..,..,..,..,..,5.55,..,..,..,..,5.42,..,..,..,..,4.8,..,..,..,..,4.76,..,..,4.87,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Côte d'Ivoire,..,..,..,..,..,..,..,..,..,..,7.25,..,..,..,..,3.3,..,..,..,..,2.53,..,..,..,..,2.61,..,..,2.71,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Croatia,..,..,..,..,..,..,..,..,..,..,12.45,..,..,..,..,10.31,..,..,..,..,10.08,..,..,..,..,9.07,..,..,9.23,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Cuba,..,..,..,..,..,..,..,..,..,..,4.98,..,..,..,..,5.36,..,..,..,..,5.02,..,..,..,..,5.67,..,..,5.83,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Cyprus,..,..,..,..,..,..,..,..,..,..,10.86,..,..,..,..,12.43,..,..,..,..,11.35,..,..,..,..,10.76,..,..,10.81,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Czechia,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,14.76,..,..,..,..,14.06,..,..,..,..,14.25,..,..,14.45,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Denmark,..,..,..,..,..,..,..,..,..,..,12.67,..,..,..,..,12.29,..,..,..,..,11,..,..,..,..,10.36,..,..,10.26,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Djibouti,..,..,..,..,..,..,..,..,..,..,1.62,..,..,..,..,1.28,..,..,..,..,0.67,..,..,..,..,0.49,..,..,0.43,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Dominica,..,..,..,..,..,..,..,..,..,..,8.38,..,..,..,..,8.72,..,..,..,..,9.65,..,..,..,..,11.32,..,..,11.18,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Dominican Republic,..,..,..,..,..,..,..,..,..,..,7.19,..,..,..,..,6.15,..,..,..,..,6.11,..,..,..,..,6.61,..,..,6.68,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Ecuador,..,..,..,..,..,..,..,..,..,..,5.96,..,..,..,..,5.81,..,..,..,..,6.16,..,..,..,..,4.98,..,..,4.2,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Egypt,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,0.29,..,..,..,..,0.36,..,..,..,..,0.4,..,..,0.36,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",El Salvador,..,..,..,..,..,..,..,..,..,..,3.86,..,..,..,..,3.8,..,..,..,..,3.31,..,..,..,..,3.59,..,..,3.89,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,7.45,..,..,..,..,8.91,..,..,..,..,9.2,..,..,..,..,9.08,..,..,7.23,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Estonia,..,..,..,..,..,..,..,..,..,..,9.57,..,..,..,..,15.65,..,..,..,..,12.39,..,..,..,..,12.39,..,..,9.23,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Eswatini,..,..,..,..,..,..,..,..,..,..,7.46,..,..,..,..,6.71,..,..,..,..,6.82,..,..,..,..,9.84,..,..,10.04,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Ethiopia,..,..,..,..,..,..,..,..,..,..,1.76,..,..,..,..,2.05,..,..,..,..,2.5,..,..,..,..,2.19,..,..,2.36,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Fiji,..,..,..,..,..,..,..,..,..,..,3.24,..,..,..,..,2.78,..,..,..,..,3,..,..,..,..,3.33,..,..,3.32,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Finland,..,..,..,..,..,..,..,..,..,..,11.69,..,..,..,..,13.11,..,..,..,..,12.59,..,..,..,..,11.18,..,..,10.78,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",France,..,..,..,..,..,..,..,..,..,..,14.08,..,..,..,..,13.09,..,..,..,..,12.4,..,..,..,..,12.64,..,..,12.33,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Gabon,..,..,..,..,..,..,..,..,..,..,10.59,..,..,..,..,9.36,..,..,..,..,9.89,..,..,..,..,9.57,..,..,8.74,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Gambia,..,..,..,..,..,..,..,..,..,..,4.14,..,..,..,..,4.27,..,..,..,..,3.81,..,..,..,..,3.67,..,..,3.55,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Georgia,..,..,..,..,..,..,..,..,..,..,4.41,..,..,..,..,6.39,..,..,..,..,9.67,..,..,..,..,9.61,..,..,8.25,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Germany,..,..,..,..,..,..,..,..,..,..,14.16,..,..,..,..,13.28,..,..,..,..,12.64,..,..,..,..,13.06,..,..,12.91,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Ghana,..,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,3.77,..,..,..,..,4.26,..,..,..,..,3.12,..,..,2.75,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Greece,..,..,..,..,..,..,..,..,..,..,10.18,..,..,..,..,10.73,..,..,..,..,9.67,..,..,..,..,10.49,..,..,10.18,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Grenada,..,..,..,..,..,..,..,..,..,..,9.8,..,..,..,..,8.76,..,..,..,..,8.31,..,..,..,..,9.07,..,..,9.48,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Guatemala,..,..,..,..,..,..,..,..,..,..,4.4,..,..,..,..,4.29,..,..,..,..,3.51,..,..,..,..,2.55,..,..,2.45,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Guinea,..,..,..,..,..,..,..,..,..,..,0.67,..,..,..,..,0.77,..,..,..,..,0.7,..,..,..,..,1.07,..,..,1.11,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,4.15,..,..,..,..,5.31,..,..,..,..,4.47,..,..,..,..,5.05,..,..,5.38,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Guyana,..,..,..,..,..,..,..,..,..,..,8.98,..,..,..,..,7.98,..,..,..,..,6.78,..,..,..,..,7.35,..,..,6.89,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Haiti,..,..,..,..,..,..,..,..,..,..,3.97,..,..,..,..,3.86,..,..,..,..,2.99,..,..,..,..,2.69,..,..,2.73,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Honduras,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,3.88,..,..,..,..,3.59,..,..,..,..,3.49,..,..,3.76,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
